language,project,merge_sha,file,tool,conflicts,classification
go,traefik,a69c1ba3b,pkg/middlewares/tcp/ipallowlist/ip_allowlist.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/middlewares/tcp/ipallowlist/ip_allowlist.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/middlewares/tcp/ipallowlist/ip_allowlist_test.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/middlewares/tcp/ipallowlist/ip_allowlist_test.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/middlewares/tcp/ipallowlist/ip_allowlist_test.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/file/file.go,diff3,2,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/file/file.go,csdiff,2,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/file/file.go,sepmerge,2,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/clientset.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/clientset.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/clientset.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/fake/clientset_generated.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/fake/clientset_generated.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/fake/clientset_generated.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/fake/register.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/fake/register.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/fake/register.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/scheme/register.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/scheme/register.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/scheme/register.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/doc.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/doc.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/doc.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/doc.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/doc.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/doc.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_ingressroute.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_ingressroute.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_ingressroute.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_ingressroutetcp.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_ingressroutetcp.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_ingressroutetcp.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_ingressrouteudp.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_ingressrouteudp.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_ingressrouteudp.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_middleware.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_middleware.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_middleware.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_middlewaretcp.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_middlewaretcp.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_middlewaretcp.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_serverstransport.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_serverstransport.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_serverstransport.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_tlsoption.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_tlsoption.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_tlsoption.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_tlsstore.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_tlsstore.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_tlsstore.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_traefikcontainous_client.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_traefikcontainous_client.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_traefikcontainous_client.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_traefikservice.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_traefikservice.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/fake/fake_traefikservice.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/generated_expansion.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/generated_expansion.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/generated_expansion.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/ingressroute.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/ingressroute.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/ingressroute.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/ingressroutetcp.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/ingressroutetcp.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/ingressroutetcp.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/ingressrouteudp.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/ingressrouteudp.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/ingressrouteudp.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/middleware.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/middleware.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/middleware.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/middlewaretcp.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/middlewaretcp.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/middlewaretcp.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/tlsoption.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/tlsoption.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/tlsoption.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/tlsstore.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/tlsstore.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/tlsstore.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/traefikcontainous_client.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/traefikcontainous_client.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/traefikcontainous_client.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/traefikservice.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/traefikservice.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikcontainous/v1alpha1/traefikservice.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_ingressroute.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_ingressroute.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_ingressroute.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_ingressroutetcp.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_ingressroutetcp.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_ingressroutetcp.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_ingressrouteudp.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_ingressrouteudp.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_ingressrouteudp.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_middleware.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_middleware.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_middleware.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_middlewaretcp.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_middlewaretcp.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_middlewaretcp.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_serverstransport.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_serverstransport.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_serverstransport.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_tlsoption.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_tlsoption.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_tlsoption.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_tlsstore.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_tlsstore.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_tlsstore.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_traefikio_client.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_traefikio_client.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_traefikio_client.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_traefikservice.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_traefikservice.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/fake/fake_traefikservice.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/generated_expansion.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/generated_expansion.go,csdiff,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/generated_expansion.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/ingressroute.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/ingressroute.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/ingressroute.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/ingressroutetcp.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/ingressroutetcp.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/ingressroutetcp.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/ingressrouteudp.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/ingressrouteudp.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/ingressrouteudp.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/middleware.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/middleware.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/middleware.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/middlewaretcp.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/middlewaretcp.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/middlewaretcp.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/serverstransport.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/serverstransport.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/serverstransport.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/tlsoption.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/tlsoption.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/tlsoption.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/tlsstore.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/tlsstore.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/tlsstore.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/traefikio_client.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/traefikio_client.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/traefikio_client.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/traefikservice.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/traefikservice.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/clientset/versioned/typed/traefikio/v1alpha1/traefikservice.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/factory.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/factory.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/factory.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/generic.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/generic.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/generic.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/internalinterfaces/factory_interfaces.go,diff3,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/internalinterfaces/factory_interfaces.go,csdiff,0,merge_diferente
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/internalinterfaces/factory_interfaces.go,sepmerge,0,correct
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/interface.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/interface.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/interface.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/ingressroute.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/ingressroute.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/ingressroute.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/ingressroutetcp.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/ingressroutetcp.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/ingressroutetcp.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/ingressrouteudp.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/ingressrouteudp.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/ingressrouteudp.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/interface.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/interface.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/interface.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/middleware.go,diff3,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/middleware.go,csdiff,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/middleware.go,sepmerge,1,reportou_conflito
go,traefik,a69c1ba3b,pkg/provider/kubernetes/crd/generated/informers/externalversions/traefikcontainous/v1alpha1/middlewaretcp.go,diff3,1,reportou_conflito
