language,project,merge_sha,file,tool,conflicts,classification
csharp,RestSharp,cdc020dd,src/RestSharp/Request/RestRequestExtensions.cs,diff3,2,reportou_conflito
csharp,RestSharp,cdc020dd,src/RestSharp/Request/RestRequestExtensions.cs,csdiff,1,reportou_conflito
csharp,RestSharp,cdc020dd,src/RestSharp/Request/RestRequestExtensions.cs,sepmerge,1,reportou_conflito
csharp,RestSharp,cdc020dd,src/RestSharp/Response/RestResponse.cs,diff3,0,correct
csharp,RestSharp,cdc020dd,src/RestSharp/Response/RestResponse.cs,csdiff,0,merge_diferente
csharp,RestSharp,cdc020dd,src/RestSharp/Response/RestResponse.cs,sepmerge,0,correct
csharp,RestSharp,cdc020dd,src/RestSharp/RestClient.Async.cs,diff3,0,correct
csharp,RestSharp,cdc020dd,src/RestSharp/RestClient.Async.cs,csdiff,0,correct
csharp,RestSharp,cdc020dd,src/RestSharp/RestClient.Async.cs,sepmerge,0,correct
csharp,RestSharp,d43ce024,src/RestSharp/RestClientExtensions.cs,diff3,0,correct
csharp,RestSharp,d43ce024,src/RestSharp/RestClientExtensions.cs,csdiff,0,merge_diferente
csharp,RestSharp,d43ce024,src/RestSharp/RestClientExtensions.cs,sepmerge,0,merge_diferente
csharp,RestSharp,df9972a9,RestSharp.Tests/StringExtensionsTests.cs,diff3,0,correct
csharp,RestSharp,df9972a9,RestSharp.Tests/StringExtensionsTests.cs,csdiff,0,merge_diferente
csharp,RestSharp,df9972a9,RestSharp.Tests/StringExtensionsTests.cs,sepmerge,0,merge_diferente
csharp,RestSharp,df9972a9,RestSharp/Extensions/StringExtensions.cs,diff3,1,reportou_conflito
csharp,RestSharp,df9972a9,RestSharp/Extensions/StringExtensions.cs,csdiff,0,merge_diferente
csharp,RestSharp,df9972a9,RestSharp/Extensions/StringExtensions.cs,sepmerge,0,merge_diferente
csharp,RestSharp,ed99648f,RestSharp.IntegrationTests/DefaultParameterTests.cs,diff3,1,reportou_conflito
csharp,RestSharp,ed99648f,RestSharp.IntegrationTests/DefaultParameterTests.cs,csdiff,1,reportou_conflito
csharp,RestSharp,ed99648f,RestSharp.IntegrationTests/DefaultParameterTests.cs,sepmerge,1,reportou_conflito
csharp,RestSharp,ed99648f,RestSharp/RestClient.cs,diff3,1,reportou_conflito
csharp,RestSharp,ed99648f,RestSharp/RestClient.cs,csdiff,2,reportou_conflito
csharp,RestSharp,ed99648f,RestSharp/RestClient.cs,sepmerge,2,reportou_conflito
csharp,RestSharp,f060059d,RestSharp.Tests/RestClientTests.cs,diff3,1,reportou_conflito
csharp,RestSharp,f060059d,RestSharp.Tests/RestClientTests.cs,csdiff,1,reportou_conflito
csharp,RestSharp,f060059d,RestSharp.Tests/RestClientTests.cs,sepmerge,1,reportou_conflito
csharp,RestSharp,f060059d,RestSharp/RestClientExtensions.cs,diff3,1,reportou_conflito
csharp,RestSharp,f060059d,RestSharp/RestClientExtensions.cs,csdiff,1,reportou_conflito
csharp,RestSharp,f060059d,RestSharp/RestClientExtensions.cs,sepmerge,1,reportou_conflito
csharp,RestSharp,fca288ae,RestSharp/IRestRequest.cs,diff3,0,correct
csharp,RestSharp,fca288ae,RestSharp/IRestRequest.cs,csdiff,0,merge_diferente
csharp,RestSharp,fca288ae,RestSharp/IRestRequest.cs,sepmerge,0,correct
csharp,RestSharp,fca288ae,RestSharp/RestClient.Async.cs,diff3,0,correct
csharp,RestSharp,fca288ae,RestSharp/RestClient.Async.cs,csdiff,0,merge_diferente
csharp,RestSharp,fca288ae,RestSharp/RestClient.Async.cs,sepmerge,0,merge_diferente
go,caddy,0544f026,caddy.go,diff3,2,reportou_conflito
go,caddy,0544f026,caddy.go,csdiff,2,reportou_conflito
go,caddy,0544f026,caddy.go,sepmerge,2,reportou_conflito
go,caddy,44b7ce98,modules/caddyhttp/caddyhttp.go,diff3,0,correct
go,caddy,44b7ce98,modules/caddyhttp/caddyhttp.go,csdiff,0,merge_diferente
go,caddy,44b7ce98,modules/caddyhttp/caddyhttp.go,sepmerge,0,correct
go,caddy,44b7ce98,modules/caddyhttp/fileserver/caddyfile.go,diff3,2,reportou_conflito
go,caddy,44b7ce98,modules/caddyhttp/fileserver/caddyfile.go,csdiff,2,reportou_conflito
go,caddy,44b7ce98,modules/caddyhttp/fileserver/caddyfile.go,sepmerge,2,reportou_conflito
go,caddy,44b7ce98,modules/caddyhttp/fileserver/staticfiles.go,diff3,1,reportou_conflito
go,caddy,44b7ce98,modules/caddyhttp/fileserver/staticfiles.go,csdiff,1,reportou_conflito
go,caddy,44b7ce98,modules/caddyhttp/fileserver/staticfiles.go,sepmerge,1,reportou_conflito
go,caddy,44b7ce98,modules/caddyhttp/replacer.go,diff3,0,correct
go,caddy,44b7ce98,modules/caddyhttp/replacer.go,csdiff,0,merge_diferente
go,caddy,44b7ce98,modules/caddyhttp/replacer.go,sepmerge,0,correct
go,caddy,44b7ce98,modules/caddyhttp/server.go,diff3,0,correct
go,caddy,44b7ce98,modules/caddyhttp/server.go,csdiff,0,merge_diferente
go,caddy,44b7ce98,modules/caddyhttp/server.go,sepmerge,0,correct
go,caddy,4698352b,modules/caddyhttp/caddyhttp.go,diff3,7,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/caddyhttp.go,csdiff,15,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/caddyhttp.go,sepmerge,12,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/encode/encode.go,diff3,1,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/encode/encode.go,csdiff,1,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/encode/encode.go,sepmerge,1,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/fileserver/staticfiles.go,diff3,4,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/fileserver/staticfiles.go,csdiff,5,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/fileserver/staticfiles.go,sepmerge,5,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/rewrite/rewrite.go,diff3,1,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/rewrite/rewrite.go,csdiff,1,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/rewrite/rewrite.go,sepmerge,1,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/routes.go,diff3,18,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/routes.go,csdiff,38,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/routes.go,sepmerge,21,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/server.go,diff3,4,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/server.go,csdiff,5,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/server.go,sepmerge,5,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/staticresp.go,diff3,6,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/staticresp.go,csdiff,7,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/staticresp.go,sepmerge,7,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/staticresp_test.go,diff3,3,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/staticresp_test.go,csdiff,3,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/staticresp_test.go,sepmerge,3,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/templates/templates.go,diff3,1,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/templates/templates.go,csdiff,1,reportou_conflito
go,caddy,4698352b,modules/caddyhttp/templates/templates.go,sepmerge,1,reportou_conflito
go,caddy,b216d285,caddy.go,diff3,0,correct
go,caddy,b216d285,caddy.go,csdiff,0,merge_diferente
go,caddy,b216d285,caddy.go,sepmerge,0,correct
go,caddy,b216d285,caddyconfig/httpcaddyfile/addresses.go,diff3,0,correct
go,caddy,b216d285,caddyconfig/httpcaddyfile/addresses.go,csdiff,0,merge_diferente
go,caddy,b216d285,caddyconfig/httpcaddyfile/addresses.go,sepmerge,0,correct
go,caddy,b216d285,caddyconfig/httpcaddyfile/builtins.go,diff3,4,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/builtins.go,csdiff,5,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/builtins.go,sepmerge,5,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/directives.go,diff3,8,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/directives.go,csdiff,12,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/directives.go,sepmerge,10,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/httptype.go,diff3,9,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/httptype.go,csdiff,9,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/httptype.go,sepmerge,9,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/options.go,diff3,3,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/options.go,csdiff,3,reportou_conflito
go,caddy,b216d285,caddyconfig/httpcaddyfile/options.go,sepmerge,3,reportou_conflito
go,caddy,b216d285,cmd/commandfuncs.go,diff3,2,reportou_conflito
go,caddy,b216d285,cmd/commandfuncs.go,csdiff,2,reportou_conflito
go,caddy,b216d285,cmd/commandfuncs.go,sepmerge,2,reportou_conflito
go,caddy,b216d285,cmd/commands.go,diff3,0,correct
go,caddy,b216d285,cmd/commands.go,csdiff,0,merge_diferente
go,caddy,b216d285,cmd/commands.go,sepmerge,0,correct
go,caddy,b216d285,context.go,diff3,0,correct
go,caddy,b216d285,context.go,csdiff,0,merge_diferente
go,caddy,b216d285,context.go,sepmerge,0,correct
go,caddy,b216d285,modules.go,diff3,1,reportou_conflito
go,caddy,b216d285,modules.go,csdiff,1,reportou_conflito
go,caddy,b216d285,modules.go,sepmerge,1,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/caddyhttp.go,diff3,1,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/caddyhttp.go,csdiff,1,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/caddyhttp.go,sepmerge,1,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/replacer.go,diff3,9,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/replacer.go,csdiff,13,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/replacer.go,sepmerge,9,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/replacer_test.go,diff3,4,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/replacer_test.go,csdiff,4,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/replacer_test.go,sepmerge,4,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/reverseproxy/command.go,diff3,0,correct
go,caddy,b216d285,modules/caddyhttp/reverseproxy/command.go,csdiff,0,merge_diferente
go,caddy,b216d285,modules/caddyhttp/reverseproxy/command.go,sepmerge,0,correct
go,caddy,b216d285,modules/caddyhttp/server.go,diff3,1,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/server.go,csdiff,1,reportou_conflito
go,caddy,b216d285,modules/caddyhttp/server.go,sepmerge,1,reportou_conflito
go,caddy,b216d285,modules/caddytls/acmemanager.go,diff3,1,reportou_conflito
go,caddy,b216d285,modules/caddytls/acmemanager.go,csdiff,1,reportou_conflito
go,caddy,b216d285,modules/caddytls/acmemanager.go,sepmerge,1,reportou_conflito
go,caddy,b216d285,modules/caddytls/values.go,diff3,3,reportou_conflito
go,caddy,b216d285,modules/caddytls/values.go,csdiff,3,reportou_conflito
go,caddy,b216d285,modules/caddytls/values.go,sepmerge,3,reportou_conflito
go,caddy,b216d285,modules/logging/encoders.go,diff3,14,reportou_conflito
go,caddy,b216d285,modules/logging/encoders.go,csdiff,17,reportou_conflito
go,caddy,b216d285,modules/logging/encoders.go,sepmerge,14,reportou_conflito
go,caddy,b216d285,modules/logging/filewriter.go,diff3,4,reportou_conflito
go,caddy,b216d285,modules/logging/filewriter.go,csdiff,4,reportou_conflito
go,caddy,b216d285,modules/logging/filewriter.go,sepmerge,4,reportou_conflito
go,caddy,b216d285,modules/logging/netwriter.go,diff3,3,reportou_conflito
go,caddy,b216d285,modules/logging/netwriter.go,csdiff,4,reportou_conflito
go,caddy,b216d285,modules/logging/netwriter.go,sepmerge,3,reportou_conflito
go,caddy,b216d285,replacer.go,diff3,1,reportou_conflito
go,caddy,b216d285,replacer.go,csdiff,2,reportou_conflito
go,caddy,b216d285,replacer.go,sepmerge,1,reportou_conflito
go,caddy,b216d285,replacer_test.go,diff3,1,reportou_conflito
go,caddy,b216d285,replacer_test.go,csdiff,1,reportou_conflito
go,caddy,b216d285,replacer_test.go,sepmerge,1,reportou_conflito
go,etcd,3ed57e48a,server/embed/config.go,diff3,0,correct
go,etcd,3ed57e48a,server/embed/config.go,csdiff,0,merge_diferente
go,etcd,3ed57e48a,server/embed/config.go,sepmerge,0,correct
go,etcd,479c194f3,tests/antithesis/test-template/robustness/traffic/main.go,diff3,0,correct
go,etcd,479c194f3,tests/antithesis/test-template/robustness/traffic/main.go,csdiff,0,merge_diferente
go,etcd,479c194f3,tests/antithesis/test-template/robustness/traffic/main.go,sepmerge,0,correct
go,etcd,5791f2b80,tests/integration/v3_auth_test.go,diff3,0,correct
go,etcd,5791f2b80,tests/integration/v3_auth_test.go,csdiff,0,merge_diferente
go,etcd,5791f2b80,tests/integration/v3_auth_test.go,sepmerge,0,correct
go,etcd,95f9d8d3f,tests/robustness/validate/watch.go,diff3,0,correct
go,etcd,95f9d8d3f,tests/robustness/validate/watch.go,csdiff,0,merge_diferente
go,etcd,95f9d8d3f,tests/robustness/validate/watch.go,sepmerge,0,correct
go,etcd,c4e53cdd2,etcdutl/etcdutl/common_test.go,diff3,0,correct
go,etcd,c4e53cdd2,etcdutl/etcdutl/common_test.go,csdiff,0,merge_diferente
go,etcd,c4e53cdd2,etcdutl/etcdutl/common_test.go,sepmerge,0,correct
go,etcd,c4e53cdd2,etcdutl/snapshot/v3_snapshot.go,diff3,0,correct
go,etcd,c4e53cdd2,etcdutl/snapshot/v3_snapshot.go,csdiff,0,merge_diferente
go,etcd,c4e53cdd2,etcdutl/snapshot/v3_snapshot.go,sepmerge,0,correct
go,etcd,c4e53cdd2,server/etcdserver/bootstrap.go,diff3,0,correct
go,etcd,c4e53cdd2,server/etcdserver/bootstrap.go,csdiff,0,merge_diferente
go,etcd,c4e53cdd2,server/etcdserver/bootstrap.go,sepmerge,0,correct
go,etcd,c4e53cdd2,tools/etcd-dump-logs/main.go,diff3,0,correct
go,etcd,c4e53cdd2,tools/etcd-dump-logs/main.go,csdiff,0,merge_diferente
go,etcd,c4e53cdd2,tools/etcd-dump-logs/main.go,sepmerge,0,correct
go,etcd,da66a4f23,server/etcdserver/txn/range.go,diff3,0,correct
go,etcd,da66a4f23,server/etcdserver/txn/range.go,csdiff,0,merge_diferente
go,etcd,da66a4f23,server/etcdserver/txn/range.go,sepmerge,0,correct
go,etcd,f0c0ca05c,server/etcdserver/txn/range.go,diff3,0,correct
go,etcd,f0c0ca05c,server/etcdserver/txn/range.go,csdiff,0,merge_diferente
go,etcd,f0c0ca05c,server/etcdserver/txn/range.go,sepmerge,0,correct
go,etcd,f38159321,tests/integration/clientv3/maintenance_test.go,diff3,0,correct
go,etcd,f38159321,tests/integration/clientv3/maintenance_test.go,csdiff,0,merge_diferente
go,etcd,f38159321,tests/integration/clientv3/maintenance_test.go,sepmerge,0,correct
go,etcd,ff2e00f5c,server/etcdserver/api/snap/snapshotter.go,diff3,0,correct
go,etcd,ff2e00f5c,server/etcdserver/api/snap/snapshotter.go,csdiff,0,merge_diferente
go,etcd,ff2e00f5c,server/etcdserver/api/snap/snapshotter.go,sepmerge,0,correct
go,moby,0fef616242,daemon/libnetwork/drivers/bridge/bridge_linux.go,diff3,0,correct
go,moby,0fef616242,daemon/libnetwork/drivers/bridge/bridge_linux.go,csdiff,0,merge_diferente
go,moby,0fef616242,daemon/libnetwork/drivers/bridge/bridge_linux.go,sepmerge,0,correct
go,moby,40ddab58cb,daemon/logger/splunk/splunk.go,diff3,0,correct
go,moby,40ddab58cb,daemon/logger/splunk/splunk.go,csdiff,0,merge_diferente
go,moby,40ddab58cb,daemon/logger/splunk/splunk.go,sepmerge,0,correct
go,moby,5bc1cc686d,daemon/daemon.go,diff3,0,correct
go,moby,5bc1cc686d,daemon/daemon.go,csdiff,0,merge_diferente
go,moby,5bc1cc686d,daemon/daemon.go,sepmerge,0,correct
go,moby,897b2ec364,daemon/logger/journald/journald.go,diff3,0,correct
go,moby,897b2ec364,daemon/logger/journald/journald.go,csdiff,0,merge_diferente
go,moby,897b2ec364,daemon/logger/journald/journald.go,sepmerge,0,correct
go,moby,92237a8239,daemon/oci_linux.go,diff3,0,correct
go,moby,92237a8239,daemon/oci_linux.go,csdiff,0,merge_diferente
go,moby,92237a8239,daemon/oci_linux.go,sepmerge,0,correct
go,moby,a713363783,daemon/pkg/registry/registry.go,diff3,0,correct
go,moby,a713363783,daemon/pkg/registry/registry.go,csdiff,0,merge_diferente
go,moby,a713363783,daemon/pkg/registry/registry.go,sepmerge,0,correct
go,moby,ad1d80c3d8,integration/system/disk_usage_test.go,diff3,0,correct
go,moby,ad1d80c3d8,integration/system/disk_usage_test.go,csdiff,0,merge_diferente
go,moby,ad1d80c3d8,integration/system/disk_usage_test.go,sepmerge,0,correct
go,moby,b2b8a73c08,daemon/logger/jsonfilelog/jsonfilelog.go,diff3,0,correct
go,moby,b2b8a73c08,daemon/logger/jsonfilelog/jsonfilelog.go,csdiff,0,merge_diferente
go,moby,b2b8a73c08,daemon/logger/jsonfilelog/jsonfilelog.go,sepmerge,0,correct
go,moby,b77af956b1,daemon/containerd/image_list.go,diff3,0,correct
go,moby,b77af956b1,daemon/containerd/image_list.go,csdiff,0,merge_diferente
go,moby,b77af956b1,daemon/containerd/image_list.go,sepmerge,0,correct
go,moby,b77af956b1,daemon/server/router/container/container_routes.go,diff3,0,correct
go,moby,b77af956b1,daemon/server/router/container/container_routes.go,csdiff,0,merge_diferente
go,moby,b77af956b1,daemon/server/router/container/container_routes.go,sepmerge,0,correct
go,moby,b8dffa47d1,daemon/oci_linux.go,diff3,0,correct
go,moby,b8dffa47d1,daemon/oci_linux.go,csdiff,0,merge_diferente
go,moby,b8dffa47d1,daemon/oci_linux.go,sepmerge,0,correct
go,prometheus,02b1abab5,promql/engine.go,diff3,0,correct
go,prometheus,02b1abab5,promql/engine.go,csdiff,0,merge_diferente
go,prometheus,02b1abab5,promql/engine.go,sepmerge,0,correct
go,prometheus,02c68154b,promql/bench_test.go,diff3,0,correct
go,prometheus,02c68154b,promql/bench_test.go,csdiff,0,merge_diferente
go,prometheus,02c68154b,promql/bench_test.go,sepmerge,0,correct
go,prometheus,06aaeedca,model/textparse/protobufparse.go,diff3,0,correct
go,prometheus,06aaeedca,model/textparse/protobufparse.go,csdiff,0,merge_diferente
go,prometheus,06aaeedca,model/textparse/protobufparse.go,sepmerge,0,correct
go,prometheus,06aaeedca,model/textparse/protobufparse_test.go,diff3,0,correct
go,prometheus,06aaeedca,model/textparse/protobufparse_test.go,csdiff,0,merge_diferente
go,prometheus,06aaeedca,model/textparse/protobufparse_test.go,sepmerge,0,correct
go,prometheus,0dd834e92,tsdb/head_test.go,diff3,0,correct
go,prometheus,0dd834e92,tsdb/head_test.go,csdiff,0,merge_diferente
go,prometheus,0dd834e92,tsdb/head_test.go,sepmerge,0,correct
go,prometheus,12de1243c,config/config_test.go,diff3,0,correct
go,prometheus,12de1243c,config/config_test.go,csdiff,0,merge_diferente
go,prometheus,12de1243c,config/config_test.go,sepmerge,0,correct
go,prometheus,16876bab9,cmd/prometheus/main.go,diff3,0,correct
go,prometheus,16876bab9,cmd/prometheus/main.go,csdiff,0,merge_diferente
go,prometheus,16876bab9,cmd/prometheus/main.go,sepmerge,0,correct
go,prometheus,16876bab9,config/config.go,diff3,0,correct
go,prometheus,16876bab9,config/config.go,csdiff,0,merge_diferente
go,prometheus,16876bab9,config/config.go,sepmerge,0,correct
go,prometheus,16876bab9,config/config_test.go,diff3,0,correct
go,prometheus,16876bab9,config/config_test.go,csdiff,0,merge_diferente
go,prometheus,16876bab9,config/config_test.go,sepmerge,0,correct
go,prometheus,16876bab9,tsdb/db.go,diff3,0,correct
go,prometheus,16876bab9,tsdb/db.go,csdiff,0,merge_diferente
go,prometheus,16876bab9,tsdb/db.go,sepmerge,0,correct
go,prometheus,16876bab9,tsdb/db_test.go,diff3,0,correct
go,prometheus,16876bab9,tsdb/db_test.go,csdiff,0,merge_diferente
go,prometheus,16876bab9,tsdb/db_test.go,sepmerge,0,correct
go,prometheus,246341b16,discovery/aws/msk.go,diff3,0,correct
go,prometheus,246341b16,discovery/aws/msk.go,csdiff,0,merge_diferente
go,prometheus,246341b16,discovery/aws/msk.go,sepmerge,0,correct
go,prometheus,2ba3046c8,tsdb/agent/db.go,diff3,0,correct
go,prometheus,2ba3046c8,tsdb/agent/db.go,csdiff,0,merge_diferente
go,prometheus,2ba3046c8,tsdb/agent/db.go,sepmerge,0,correct
go,prometheus,2ba3046c8,tsdb/head_wal.go,diff3,0,correct
go,prometheus,2ba3046c8,tsdb/head_wal.go,csdiff,0,merge_diferente
go,prometheus,2ba3046c8,tsdb/head_wal.go,sepmerge,0,correct
go,prometheus,318980a5c,config/config_test.go,diff3,0,correct
go,prometheus,318980a5c,config/config_test.go,csdiff,0,merge_diferente
go,prometheus,318980a5c,config/config_test.go,sepmerge,0,correct
go,prometheus,318980a5c,discovery/azure/azure.go,diff3,0,correct
go,prometheus,318980a5c,discovery/azure/azure.go,csdiff,0,merge_diferente
go,prometheus,318980a5c,discovery/azure/azure.go,sepmerge,0,correct
go,prometheus,369eba21d,discovery/kubernetes/pod_test.go,diff3,1,reportou_conflito
go,prometheus,369eba21d,discovery/kubernetes/pod_test.go,csdiff,2,reportou_conflito
go,prometheus,369eba21d,discovery/kubernetes/pod_test.go,sepmerge,1,reportou_conflito
go,prometheus,4280662cd,storage/remote/queue_manager.go,diff3,0,correct
go,prometheus,4280662cd,storage/remote/queue_manager.go,csdiff,0,merge_diferente
go,prometheus,4280662cd,storage/remote/queue_manager.go,sepmerge,0,correct
go,prometheus,4280662cd,tsdb/head.go,diff3,0,correct
go,prometheus,4280662cd,tsdb/head.go,csdiff,0,merge_diferente
go,prometheus,4280662cd,tsdb/head.go,sepmerge,0,correct
go,prometheus,44699107d,discovery/kubernetes/endpoints.go,diff3,0,correct
go,prometheus,44699107d,discovery/kubernetes/endpoints.go,csdiff,0,merge_diferente
go,prometheus,44699107d,discovery/kubernetes/endpoints.go,sepmerge,0,correct
go,prometheus,44699107d,discovery/kubernetes/endpointslice.go,diff3,0,correct
go,prometheus,44699107d,discovery/kubernetes/endpointslice.go,csdiff,0,merge_diferente
go,prometheus,44699107d,discovery/kubernetes/endpointslice.go,sepmerge,0,correct
go,prometheus,44699107d,discovery/kubernetes/pod.go,diff3,0,correct
go,prometheus,44699107d,discovery/kubernetes/pod.go,csdiff,0,merge_diferente
go,prometheus,44699107d,discovery/kubernetes/pod.go,sepmerge,0,correct
go,prometheus,551b5b1c5,discovery/aws/ec2.go,diff3,0,correct
go,prometheus,551b5b1c5,discovery/aws/ec2.go,csdiff,0,merge_diferente
go,prometheus,551b5b1c5,discovery/aws/ec2.go,sepmerge,0,correct
go,prometheus,551b5b1c5,discovery/aws/lightsail.go,diff3,0,correct
go,prometheus,551b5b1c5,discovery/aws/lightsail.go,csdiff,0,merge_diferente
go,prometheus,551b5b1c5,discovery/aws/lightsail.go,sepmerge,0,correct
go,prometheus,56c46af6a,cmd/prometheus/main.go,diff3,0,correct
go,prometheus,56c46af6a,cmd/prometheus/main.go,csdiff,0,merge_diferente
go,prometheus,56c46af6a,cmd/prometheus/main.go,sepmerge,0,correct
go,prometheus,56c46af6a,tsdb/db.go,diff3,0,correct
go,prometheus,56c46af6a,tsdb/db.go,csdiff,0,merge_diferente
go,prometheus,56c46af6a,tsdb/db.go,sepmerge,0,correct
go,prometheus,56c46af6a,tsdb/db_append_v2_test.go,diff3,0,correct
go,prometheus,56c46af6a,tsdb/db_append_v2_test.go,csdiff,0,merge_diferente
go,prometheus,56c46af6a,tsdb/db_append_v2_test.go,sepmerge,0,correct
go,prometheus,56c46af6a,tsdb/db_test.go,diff3,0,correct
go,prometheus,56c46af6a,tsdb/db_test.go,csdiff,0,merge_diferente
go,prometheus,56c46af6a,tsdb/db_test.go,sepmerge,0,correct
go,prometheus,56c46af6a,tsdb/head_append_v2_test.go,diff3,0,correct
go,prometheus,56c46af6a,tsdb/head_append_v2_test.go,csdiff,0,merge_diferente
go,prometheus,56c46af6a,tsdb/head_append_v2_test.go,sepmerge,0,correct
go,prometheus,56c46af6a,tsdb/head_test.go,diff3,0,correct
go,prometheus,56c46af6a,tsdb/head_test.go,csdiff,0,merge_diferente
go,prometheus,56c46af6a,tsdb/head_test.go,sepmerge,0,correct
go,prometheus,56c46af6a,tsdb/wlog/checkpoint.go,diff3,0,correct
go,prometheus,56c46af6a,tsdb/wlog/checkpoint.go,csdiff,0,merge_diferente
go,prometheus,56c46af6a,tsdb/wlog/checkpoint.go,sepmerge,0,correct
go,prometheus,56c46af6a,tsdb/wlog/checkpoint_test.go,diff3,0,correct
go,prometheus,56c46af6a,tsdb/wlog/checkpoint_test.go,csdiff,0,merge_diferente
go,prometheus,56c46af6a,tsdb/wlog/checkpoint_test.go,sepmerge,0,correct
go,prometheus,5d0bc055e,promql/engine.go,diff3,0,correct
go,prometheus,5d0bc055e,promql/engine.go,csdiff,0,merge_diferente
go,prometheus,5d0bc055e,promql/engine.go,sepmerge,0,correct
go,prometheus,5d0bc055e,promql/functions.go,diff3,0,correct
go,prometheus,5d0bc055e,promql/functions.go,csdiff,0,merge_diferente
go,prometheus,5d0bc055e,promql/functions.go,sepmerge,0,correct
go,prometheus,5d3f9ee39,promql/engine.go,diff3,0,correct
go,prometheus,5d3f9ee39,promql/engine.go,csdiff,0,merge_diferente
go,prometheus,5d3f9ee39,promql/engine.go,sepmerge,0,correct
go,prometheus,5d3f9ee39,promql/parser/generated_parser.y.go,diff3,0,correct
go,prometheus,5d3f9ee39,promql/parser/generated_parser.y.go,csdiff,0,merge_diferente
go,prometheus,5d3f9ee39,promql/parser/generated_parser.y.go,sepmerge,0,correct
go,prometheus,5e4c110c6,storage/remote/codec.go,diff3,0,correct
go,prometheus,5e4c110c6,storage/remote/codec.go,csdiff,0,merge_diferente
go,prometheus,5e4c110c6,storage/remote/codec.go,sepmerge,0,correct
go,prometheus,5e4c110c6,storage/remote/codec_test.go,diff3,2,reportou_conflito
go,prometheus,5e4c110c6,storage/remote/codec_test.go,csdiff,2,reportou_conflito
go,prometheus,5e4c110c6,storage/remote/codec_test.go,sepmerge,2,reportou_conflito
go,prometheus,68df59ba0,discovery/aws/ecs.go,diff3,0,correct
go,prometheus,68df59ba0,discovery/aws/ecs.go,csdiff,0,merge_diferente
go,prometheus,68df59ba0,discovery/aws/ecs.go,sepmerge,0,correct
go,prometheus,6e83b49dd,discovery/aws/ec2.go,diff3,0,correct
go,prometheus,6e83b49dd,discovery/aws/ec2.go,csdiff,0,merge_diferente
go,prometheus,6e83b49dd,discovery/aws/ec2.go,sepmerge,0,correct
go,prometheus,75ec14161,web/api/v1/openapi_paths.go,diff3,0,correct
go,prometheus,75ec14161,web/api/v1/openapi_paths.go,csdiff,0,merge_diferente
go,prometheus,75ec14161,web/api/v1/openapi_paths.go,sepmerge,0,correct
go,prometheus,776a71749,scrape/scrape.go,diff3,0,correct
go,prometheus,776a71749,scrape/scrape.go,csdiff,0,merge_diferente
go,prometheus,776a71749,scrape/scrape.go,sepmerge,0,correct
go,prometheus,776a71749,scrape/scrape_test.go,diff3,0,correct
